x,pdf_class,pdf_function,moment,class_value,function_value,class_samples,function_samples,mixture_type
-4,0.000226247,0.000226247,,,,,trivial
-3.92,0.000263083,0.000263083,,,,,trivial
-3.84,0.000305985,0.000305985,,,,,trivial
-3.76,0.000356051,0.000356051,,,,,trivial
-3.68,0.000414611,0.000414611,,,,,trivial
-3.6,0.000483284,0.000483284,,,,,trivial
-3.52,0.000564051,0.000564051,,,,,trivial
-3.44,0.000659335,0.000659335,,,,,trivial
-3.36,0.000772114,0.000772114,,,,,trivial
-3.28,0.000906043,0.000906043,,,,,trivial
-3.2,0.00106561,0.00106561,,,,,trivial
-3.12,0.00125634,0.00125634,,,,,trivial
-3.04,0.00148498,0.00148498,,,,,trivial
-2.96,0.00175979,0.00175979,,,,,trivial
-2.88,0.00209088,0.00209088,,,,,trivial
-2.8,0.00249047,0.00249047,,,,,trivial
-2.72,0.00297343,0.00297343,,,,,trivial
-2.64,0.00355763,0.00355763,,,,,trivial
-2.56,0.00426453,0.00426453,,,,,trivial
-2.48,0.00511971,0.00511971,,,,,trivial
-2.4,0.00615354,0.00615354,,,,,trivial
-2.32,0.00740178,0.00740178,,,,,trivial
-2.24,0.00890633,0.00890633,,,,,trivial
-2.16,0.0107158,0.0107158,,,,,trivial
-2.08,0.0128864,0.0128864,,,,,trivial
-2,0.0154822,0.0154822,,,,,trivial
-1.92,0.0185757,0.0185757,,,,,trivial
-1.84,0.0222483,0.0222483,,,,,trivial
-1.76,0.0265896,0.0265896,,,,,trivial
-1.68,0.0316975,0.0316975,,,,,trivial
-1.6,0.0376767,0.0376767,,,,,trivial
-1.52,0.0446369,0.0446369,,,,,trivial
-1.44,0.0526897,0.0526897,,,,,trivial
-1.36,0.0619445,0.0619445,,,,,trivial
-1.28,0.0725031,0.0725031,,,,,trivial
-1.2,0.0844517,0.0844517,,,,,trivial
-1.12,0.0978519,0.0978519,,,,,trivial
-1.04,0.11273,0.11273,,,,,trivial
-0.96,0.129062,0.129062,,,,,trivial
-0.88,0.146764,0.146764,,,,,trivial
-0.8,0.165672,0.165672,,,,,trivial
-0.72,0.185536,0.185536,,,,,trivial
-0.64,0.206006,0.206006,,,,,trivial
-0.56,0.226634,0.226634,,,,,trivial
-0.48,0.246883,0.246883,,,,,trivial
-0.4,0.266142,0.266142,,,,,trivial
-0.32,0.283762,0.283762,,,,,trivial
-0.24,0.299105,0.299105,,,,,trivial
-0.16,0.311588,0.311588,,,,,trivial
-0.08,0.320746,0.320746,,,,,trivial
2.47025e-15,0.326276,0.326276,,,,,trivial
0.08,0.328068,0.328068,,,,,trivial
0.16,0.32622,0.32622,,,,,trivial
0.24,0.321024,0.321024,,,,,trivial
0.32,0.312933,0.312933,,,,,trivial
0.4,0.302513,0.302513,,,,,trivial
0.48,0.29039,0.29039,,,,,trivial
0.56,0.277194,0.277194,,,,,trivial
0.64,0.263515,0.263515,,,,,trivial
0.72,0.249869,0.249869,,,,,trivial
0.8,0.236681,0.236681,,,,,trivial
0.88,0.224271,0.224271,,,,,trivial
0.96,0.212862,0.212862,,,,,trivial
1.04,0.202585,0.202585,,,,,trivial
1.12,0.193493,0.193493,,,,,trivial
1.2,0.185575,0.185575,,,,,trivial
1.28,0.17877,0.17877,,,,,trivial
1.36,0.172983,0.172983,,,,,trivial
1.44,0.168094,0.168094,,,,,trivial
1.52,0.163969,0.163969,,,,,trivial
1.6,0.16047,0.16047,,,,,trivial
1.68,0.15746,0.15746,,,,,trivial
1.76,0.154808,0.154808,,,,,trivial
1.84,0.152392,0.152392,,,,,trivial
1.92,0.150105,0.150105,,,,,trivial
2,0.14785,0.14785,,,,,trivial
2.08,0.14555,0.14555,,,,,trivial
2.16,0.143137,0.143137,,,,,trivial
2.24,0.140563,0.140563,,,,,trivial
2.32,0.137792,0.137792,,,,,trivial
2.4,0.134799,0.134799,,,,,trivial
2.48,0.131574,0.131574,,,,,trivial
2.56,0.128115,0.128115,,,,,trivial
2.64,0.12443,0.12443,,,,,trivial
2.72,0.120535,0.120535,,,,,trivial
2.8,0.116449,0.116449,,,,,trivial
2.88,0.112199,0.112199,,,,,trivial
2.96,0.107812,0.107812,,,,,trivial
3.04,0.10332,0.10332,,,,,trivial
3.12,0.0987525,0.0987525,,,,,trivial
3.2,0.0941412,0.0941412,,,,,trivial
3.28,0.0895161,0.0895161,,,,,trivial
3.36,0.0849058,0.0849058,,,,,trivial
3.44,0.0803369,0.0803369,,,,,trivial
3.52,0.0758337,0.0758337,,,,,trivial
3.6,0.0714179,0.0714179,,,,,trivial
3.68,0.0671087,0.0671087,,,,,trivial
3.76,0.0629225,0.0629225,,,,,trivial
3.84,0.0588729,0.0588729,,,,,trivial
3.92,0.0549711,0.0549711,,,,,trivial
4,0.0512259,0.0512259,,,,,trivial
4.08,0.0476436,0.0476436,,,,,trivial
4.16,0.0442286,0.0442286,,,,,trivial
4.24,0.0409834,0.0409834,,,,,trivial
4.32,0.0379087,0.0379087,,,,,trivial
4.4,0.0350039,0.0350039,,,,,trivial
4.48,0.0322669,0.0322669,,,,,trivial
4.56,0.0296947,0.0296947,,,,,trivial
4.64,0.0272833,0.0272833,,,,,trivial
4.72,0.0250279,0.0250279,,,,,trivial
4.8,0.0229232,0.0229232,,,,,trivial
4.88,0.0209634,0.0209634,,,,,trivial
4.96,0.0191423,0.0191423,,,,,trivial
5.04,0.0174535,0.0174535,,,,,trivial
5.12,0.0158904,0.0158904,,,,,trivial
5.2,0.0144464,0.0144464,,,,,trivial
5.28,0.0131148,0.0131148,,,,,trivial
5.36,0.0118892,0.0118892,,,,,trivial
5.44,0.010763,0.010763,,,,,trivial
5.52,0.00972999,0.00972999,,,,,trivial
5.6,0.00878397,0.00878397,,,,,trivial
5.68,0.00791907,0.00791907,,,,,trivial
5.76,0.0071296,0.0071296,,,,,trivial
5.84,0.00641013,0.00641013,,,,,trivial
5.92,0.00575548,0.00575548,,,,,trivial
6,0.00516074,0.00516074,,,,,trivial
6.08,0.00462124,0.00462124,,,,,trivial
6.16,0.00413259,0.00413259,,,,,trivial
6.24,0.00369068,0.00369068,,,,,trivial
6.32,0.00329162,0.00329162,,,,,trivial
6.4,0.0029318,0.0029318,,,,,trivial
6.48,0.00260782,0.00260782,,,,,trivial
6.56,0.00231656,0.00231656,,,,,trivial
6.64,0.00205508,0.00205508,,,,,trivial
6.72,0.00182068,0.00182068,,,,,trivial
6.8,0.00161087,0.00161087,,,,,trivial
6.88,0.00142333,0.00142333,,,,,trivial
6.96,0.00125594,0.00125594,,,,,trivial
7.04,0.00110676,0.00110676,,,,,trivial
7.12,0.000973985,0.000973985,,,,,trivial
7.2,0.000855989,0.000855989,,,,,trivial
7.28,0.000751276,0.000751276,,,,,trivial
7.36,0.000658484,0.000658484,,,,,trivial
7.44,0.000576374,0.000576374,,,,,trivial
7.52,0.00050382,0.00050382,,,,,trivial
7.6,0.000439802,0.000439802,,,,,trivial
7.68,0.000383398,0.000383398,,,,,trivial
7.76,0.000333772,0.000333772,,,,,trivial
7.84,0.000290174,0.000290174,,,,,trivial
7.92,0.000251925,0.000251925,,,,,trivial
,,,Среднее,1,1,,,moments
,,,Дисперсия,2.49,2.49,,,moments
,,,Асимметрия,0.68259,0.68259,,,moments
,,,Эксцесс,0.261373,0.261373,,,moments
,,,,,,0.132488,0.27878,samples
,,,,,,2.26498,1.90868,samples
,,,,,,1.00926,3.26953,samples
,,,,,,3.30968,0.618145,samples
,,,,,,4.14753,-0.118803,samples
,,,,,,0.706453,0.546652,samples
,,,,,,2.70667,-0.116891,samples
,,,,,,1.91594,2.2734,samples
,,,,,,-0.495369,-1.58278,samples
,,,,,,2.40539,0.462434,samples
,,,,,,0.654841,3.14191,samples
,,,,,,3.51704,-0.955292,samples
,,,,,,0.826151,2.02258,samples
,,,,,,1.60385,0.184004,samples
,,,,,,1.07377,-0.722161,samples
,,,,,,-0.646774,1.07371,samples
,,,,,,1.27559,0.500368,samples
,,,,,,0.353333,1.13351,samples
,,,,,,-0.0420286,0.143746,samples
,,,,,,0.202697,4.38712,samples
,,,,,,3.16553,1.72311,samples
,,,,,,2.52143,0.296938,samples
,,,,,,1.64668,2.73915,samples
,,,,,,0.758518,0.438111,samples
,,,,,,-0.586925,-0.246747,samples
,,,,,,2.60927,0.945519,samples
,,,,,,-0.198074,0.597645,samples
,,,,,,-0.362206,-0.115437,samples
,,,,,,4.96855,-0.115319,samples
,,,,,,2.40591,3.73198,samples
,,,,,,0.343866,1.11976,samples
,,,,,,0.582763,0.742479,samples
,,,,,,0.835253,-0.0280437,samples
,,,,,,1.64639,-0.471171,samples
,,,,,,0.28139,-0.612068,samples
,,,,,,0.260714,-0.368846,samples
,,,,,,3.23316,0.303555,samples
,,,,,,-0.176662,1.44689,samples
,,,,,,3.99546,1.83721,samples
,,,,,,0.607247,-0.625125,samples
,,,,,,7.26574,-0.0397369,samples
,,,,,,0.304633,-0.321743,samples
,,,,,,1.48428,-1.03878,samples
,,,,,,0.993832,1.15538,samples
,,,,,,0.603156,-1.68095,samples
,,,,,,0.202953,3.04876,samples
,,,,,,1.10387,1.13219,samples
,,,,,,3.91801,2.04247,samples
,,,,,,-0.828067,-0.11117,samples
,,,,,,-0.582374,2.20829,samples
,,,,,,2.71463,0.0244886,samples
,,,,,,0.337854,2.91422,samples
,,,,,,-0.176804,-1.01027,samples
,,,,,,-0.859305,3.4632,samples
,,,,,,0.616579,0.308859,samples
,,,,,,0.997729,1.62173,samples
,,,,,,-0.696376,0.858975,samples
,,,,,,3.44352,0.786287,samples
,,,,,,2.63287,2.0114,samples
,,,,,,-0.503084,1.6877,samples
,,,,,,4.08385,2.90521,samples
,,,,,,2.07186,0.941959,samples
,,,,,,-0.698422,-0.0208431,samples
,,,,,,1.12112,-0.168774,samples
,,,,,,-0.448067,3.29076,samples
,,,,,,1.73483,0.503229,samples
,,,,,,0.959005,2.24796,samples
,,,,,,3.37597,1.89792,samples
,,,,,,0.357313,-0.0455699,samples
,,,,,,-0.831073,2.60048,samples
,,,,,,1.27649,4.31626,samples
,,,,,,2.94894,-0.11815,samples
,,,,,,0.721759,3.1566,samples
,,,,,,1.97517,1.66296,samples
,,,,,,0.626717,1.91079,samples
,,,,,,4.29314,2.86253,samples
,,,,,,3.56872,0.415214,samples
,,,,,,1.04193,-0.69891,samples
,,,,,,0.0359314,0.343387,samples
,,,,,,-0.439441,2.30523,samples
,,,,,,1.26323,0.972878,samples
,,,,,,-0.132584,-1.39187,samples
,,,,,,0.687985,-0.127202,samples
,,,,,,-0.0395799,-0.408952,samples
,,,,,,-0.183724,2.35654,samples
,,,,,,-0.361757,2.03515,samples
,,,,,,0.99943,0.0648555,samples
,,,,,,6.92011,3.47204,samples
,,,,,,0.474472,3.48509,samples
,,,,,,-0.0124136,1.22211,samples
,,,,,,2.36322,1.34976,samples
,,,,,,3.25956,0.4052,samples
,,,,,,-0.210452,0.933257,samples
,,,,,,-0.686642,-1.44945,samples
,,,,,,1.14657,3.0664,samples
,,,,,,0.784361,-0.611629,samples
,,,,,,-0.368385,-0.068884,samples
,,,,,,-1.01979,0.847766,samples
,,,,,,-1.09186,2.85185,samples
,,,,,,-0.500285,1.37399,samples
,,,,,,2.03957,0.0356738,samples
,,,,,,2.46006,1.41142,samples
,,,,,,0.181609,-0.0249548,samples
,,,,,,2.63881,1.29174,samples
,,,,,,0.629781,1.29525,samples
,,,,,,-1.10523,-0.77691,samples
,,,,,,0.0197848,2.7441,samples
,,,,,,-1.29348,-0.535699,samples
,,,,,,1.95092,0.350641,samples
,,,,,,-0.214546,1.13876,samples
,,,,,,0.319406,1.72153,samples
,,,,,,-1.15994,1.77617,samples
,,,,,,-1.64674,1.40656,samples
,,,,,,4.14949,1.02623,samples
,,,,,,2.603,-0.621161,samples
,,,,,,-0.0245376,-0.573051,samples
,,,,,,-4.5914,-0.276922,samples
,,,,,,-1.10727,-0.460722,samples
,,,,,,-1.57997,-0.309088,samples
,,,,,,-0.0208449,1.07141,samples
,,,,,,1.07475,0.127809,samples
,,,,,,0.301499,2.00796,samples
,,,,,,4.99507,-0.015914,samples
,,,,,,0.733991,-0.732557,samples
,,,,,,3.16524,-1.01943,samples
,,,,,,-3.2957,-0.438691,samples
,,,,,,3.83101,1.79685,samples
,,,,,,3.76909,-0.351319,samples
,,,,,,-1.01042,1.63323,samples
,,,,,,2.58527,-0.833859,samples
,,,,,,2.30302,2.92459,samples
,,,,,,1.49754,-0.905999,samples
,,,,,,0.900198,0.676658,samples
,,,,,,1.03826,6.08115,samples
,,,,,,3.23023,-0.568976,samples
,,,,,,3.88074,3.055,samples
,,,,,,0.738835,1.30591,samples
,,,,,,2.01572,-0.479824,samples
,,,,,,4.67104,1.03715,samples
,,,,,,-0.633005,0.0756346,samples
,,,,,,0.58262,0.71888,samples
,,,,,,0.915504,-0.160498,samples
,,,,,,0.884543,2.2516,samples
,,,,,,0.292633,1.83013,samples
,,,,,,1.20086,-1.08933,samples
,,,,,,2.56572,-0.306764,samples
,,,,,,0.151511,-0.663399,samples
,,,,,,-0.549901,-0.576179,samples
,,,,,,-0.480872,1.5237,samples
,,,,,,3.98498,-1.14499,samples
,,,,,,0.615116,-0.0225574,samples
,,,,,,5.30468,4.4211,samples
,,,,,,0.940369,2.25708,samples
,,,,,,-0.630583,0.0823269,samples
,,,,,,0.00786127,-0.694033,samples
,,,,,,1.87212,0.182183,samples
,,,,,,1.86305,-0.165991,samples
,,,,,,0.274204,2.41741,samples
,,,,,,2.39755,-0.7606,samples
,,,,,,1.33552,-0.651057,samples
,,,,,,-0.399571,-0.230996,samples
,,,,,,3.02035,1.19158,samples
,,,,,,2.17858,1.31992,samples
,,,,,,3.1024,-0.0845758,samples
,,,,,,0.282862,0.802899,samples
,,,,,,0.996639,0.924814,samples
,,,,,,0.992488,-0.0143383,samples
,,,,,,1.65234,1.67213,samples
,,,,,,-0.0639403,-0.757474,samples
,,,,,,1.63412,-1.78567,samples
,,,,,,-0.0684729,-0.173795,samples
,,,,,,-0.862898,0.3383,samples
,,,,,,0.198774,0.092418,samples
,,,,,,0.510173,1.26191,samples
,,,,,,3.42747,0.104091,samples
,,,,,,0.0892887,3.60202,samples
,,,,,,0.551201,-0.440019,samples
,,,,,,-0.501681,-0.587922,samples
,,,,,,-0.182941,0.176338,samples
,,,,,,0.993601,4.26886,samples
,,,,,,0.713736,-0.51181,samples
,,,,,,-0.503199,1.0652,samples
